job,marital,education,contact,duration,campaign,age,ConsumerPriceeIndex,ConsumerConfidenceIndex,y
technician,single,professional.course,cellular,42,1,33,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,341,1,33,92.893,-46.2,no
admin.,single,high.school,cellular,100,4,38,92.893,-46.2,no
admin.,married,high.school,cellular,40,4,51,92.893,-46.2,no
services,single,basic.9y,cellular,114,1,38,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,150,4,33,92.893,-46.2,no
blue-collar,married,basic.6y,cellular,431,1,42,92.893,-46.2,no
admin.,divorced,university.degree,telephone,11,1,32,92.893,-46.2,no
admin.,single,high.school,cellular,91,1,28,92.893,-46.2,no
admin.,single,high.school,cellular,52,1,28,92.893,-46.2,no
blue-collar,married,unknown,telephone,257,1,36,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,99,1,48,92.893,-46.2,no
services,divorced,high.school,cellular,49,1,40,92.893,-46.2,no
technician,single,university.degree,cellular,882,1,34,92.893,-46.2,yes
blue-collar,single,basic.9y,cellular,7,5,31,92.893,-46.2,no
services,single,basic.9y,cellular,515,1,38,92.893,-46.2,yes
services,divorced,basic.6y,cellular,158,1,59,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,259,1,27,92.893,-46.2,no
blue-collar,single,basic.4y,cellular,206,1,27,92.893,-46.2,no
blue-collar,married,high.school,cellular,25,1,35,92.893,-46.2,no
blue-collar,single,basic.4y,cellular,300,1,27,92.893,-46.2,no
services,single,high.school,telephone,246,2,36,92.893,-46.2,no
blue-collar,married,high.school,cellular,178,1,35,92.893,-46.2,no
services,divorced,basic.6y,cellular,318,1,59,92.893,-46.2,no
blue-collar,married,high.school,cellular,201,1,35,92.893,-46.2,no
admin.,divorced,high.school,cellular,105,1,47,92.893,-46.2,no
admin.,divorced,high.school,cellular,214,1,44,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,67,1,45,92.893,-46.2,no
blue-collar,married,basic.6y,cellular,85,4,49,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,82,4,28,92.893,-46.2,no
services,married,basic.6y,cellular,142,2,43,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,187,1,45,92.893,-46.2,no
admin.,married,basic.9y,cellular,69,1,38,92.893,-46.2,no
technician,married,basic.9y,cellular,580,1,35,92.893,-46.2,yes
technician,divorced,basic.9y,cellular,62,1,48,92.893,-46.2,no
blue-collar,single,basic.4y,cellular,1203,1,48,92.893,-46.2,yes
services,married,basic.6y,cellular,58,1,45,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,64,4,48,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,631,1,27,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,658,1,29,92.893,-46.2,yes
blue-collar,married,high.school,cellular,942,1,35,92.893,-46.2,no
services,married,basic.6y,cellular,207,1,45,92.893,-46.2,no
admin.,single,university.degree,cellular,104,5,26,92.893,-46.2,no
technician,single,professional.course,cellular,377,1,33,92.893,-46.2,no
housemaid,married,basic.4y,cellular,66,1,41,92.893,-46.2,no
housemaid,married,basic.4y,cellular,128,1,41,92.893,-46.2,no
blue-collar,married,basic.4y,telephone,291,5,54,92.893,-46.2,no
entrepreneur,married,high.school,cellular,115,1,46,92.893,-46.2,no
blue-collar,married,basic.6y,cellular,524,3,38,92.893,-46.2,no
admin.,married,university.degree,cellular,358,1,30,92.893,-46.2,no
entrepreneur,married,high.school,cellular,366,1,46,92.893,-46.2,no
admin.,single,university.degree,cellular,23,1,43,92.893,-46.2,no
services,married,basic.9y,cellular,560,1,26,92.893,-46.2,yes
admin.,single,university.degree,telephone,52,1,43,92.893,-46.2,no
entrepreneur,single,university.degree,cellular,347,1,36,92.893,-46.2,no
admin.,single,university.degree,cellular,107,1,43,92.893,-46.2,no
admin.,single,university.degree,telephone,48,1,43,92.893,-46.2,no
entrepreneur,married,unknown,cellular,145,1,38,92.893,-46.2,no
blue-collar,married,basic.6y,cellular,74,1,54,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,451,2,58,92.893,-46.2,no
student,single,high.school,cellular,53,2,29,92.893,-46.2,no
entrepreneur,single,university.degree,cellular,612,1,36,92.893,-46.2,yes
admin.,single,university.degree,cellular,305,1,43,92.893,-46.2,no
admin.,single,university.degree,cellular,104,3,36,92.893,-46.2,no
blue-collar,single,basic.4y,cellular,176,2,27,92.893,-46.2,no
technician,divorced,university.degree,cellular,507,1,35,92.893,-46.2,no
management,single,university.degree,cellular,103,1,39,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,242,1,59,92.893,-46.2,no
blue-collar,married,basic.6y,cellular,137,1,34,92.893,-46.2,no
services,married,high.school,cellular,223,1,33,92.893,-46.2,no
services,married,high.school,cellular,124,1,37,92.893,-46.2,no
admin.,single,university.degree,cellular,63,5,32,92.893,-46.2,no
student,single,basic.4y,cellular,137,1,24,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,23,6,49,92.893,-46.2,no
admin.,married,university.degree,cellular,22,4,30,92.893,-46.2,no
admin.,single,high.school,cellular,59,3,28,92.893,-46.2,no
blue-collar,divorced,basic.4y,cellular,703,4,50,92.893,-46.2,yes
admin.,married,high.school,cellular,179,3,34,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,690,1,59,92.893,-46.2,yes
management,married,high.school,cellular,85,1,41,92.893,-46.2,no
blue-collar,married,high.school,telephone,25,6,33,92.893,-46.2,no
management,single,university.degree,cellular,11,12,39,92.893,-46.2,no
entrepreneur,married,unknown,cellular,1272,1,38,92.893,-46.2,yes
retired,divorced,basic.9y,cellular,69,3,57,92.893,-46.2,no
management,married,high.school,cellular,256,1,41,92.893,-46.2,no
admin.,married,high.school,cellular,300,5,36,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,256,1,26,92.893,-46.2,no
admin.,single,university.degree,cellular,7,5,36,92.893,-46.2,no
admin.,married,university.degree,cellular,43,1,37,92.893,-46.2,no
student,divorced,unknown,cellular,244,3,38,92.893,-46.2,no
admin.,divorced,university.degree,cellular,1062,3,48,92.893,-46.2,yes
blue-collar,single,basic.6y,cellular,22,8,33,92.893,-46.2,no
admin.,divorced,professional.course,cellular,429,2,34,92.893,-46.2,no
blue-collar,divorced,basic.9y,cellular,494,1,44,92.893,-46.2,no
management,married,basic.9y,cellular,296,1,44,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,92,1,55,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,17,7,31,92.893,-46.2,no
admin.,married,university.degree,cellular,826,1,45,92.893,-46.2,yes
blue-collar,single,basic.4y,cellular,243,1,39,92.893,-46.2,no
blue-collar,married,high.school,cellular,184,4,31,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,245,1,36,92.893,-46.2,no
entrepreneur,married,high.school,cellular,198,1,32,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,360,1,36,92.893,-46.2,no
services,single,university.degree,telephone,139,4,26,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,54,1,26,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,232,1,26,92.893,-46.2,no
blue-collar,single,high.school,cellular,517,1,32,92.893,-46.2,no
blue-collar,single,high.school,cellular,418,1,40,92.893,-46.2,no
technician,married,basic.9y,cellular,153,1,28,92.893,-46.2,no
admin.,single,high.school,cellular,116,2,28,92.893,-46.2,no
admin.,single,university.degree,telephone,168,5,36,92.893,-46.2,no
technician,married,basic.9y,cellular,261,1,28,92.893,-46.2,no
admin.,single,university.degree,cellular,69,3,36,92.893,-46.2,no
admin.,single,high.school,cellular,212,1,37,92.893,-46.2,no
management,divorced,professional.course,cellular,121,1,54,92.893,-46.2,no
admin.,divorced,high.school,cellular,23,1,36,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,306,1,38,92.893,-46.2,no
blue-collar,single,high.school,cellular,202,2,32,92.893,-46.2,no
blue-collar,married,basic.6y,cellular,342,1,29,92.893,-46.2,no
blue-collar,married,basic.4y,telephone,22,1,42,92.893,-46.2,no
blue-collar,married,basic.6y,cellular,455,1,29,92.893,-46.2,no
self-employed,single,university.degree,cellular,245,1,34,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,33,3,31,92.893,-46.2,no
services,married,high.school,cellular,58,3,27,92.893,-46.2,no
student,single,high.school,cellular,41,1,27,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,360,1,42,92.893,-46.2,no
admin.,married,university.degree,cellular,179,1,31,92.893,-46.2,no
blue-collar,single,basic.9y,cellular,174,1,34,92.893,-46.2,no
services,married,basic.9y,telephone,43,1,26,92.893,-46.2,no
services,single,high.school,cellular,68,1,21,92.893,-46.2,no
services,married,basic.9y,cellular,212,1,29,92.893,-46.2,no
admin.,single,basic.9y,telephone,38,6,35,92.893,-46.2,no
services,single,university.degree,cellular,639,3,26,92.893,-46.2,no
blue-collar,single,basic.9y,cellular,483,1,34,92.893,-46.2,no
unemployed,married,basic.9y,cellular,205,2,53,92.893,-46.2,no
services,married,basic.9y,cellular,344,1,29,92.893,-46.2,no
self-employed,single,high.school,cellular,141,1,33,92.893,-46.2,no
self-employed,single,high.school,cellular,113,1,33,92.893,-46.2,no
technician,married,professional.course,cellular,87,2,46,92.893,-46.2,no
self-employed,single,high.school,cellular,238,1,33,92.893,-46.2,no
services,single,high.school,cellular,27,6,36,92.893,-46.2,no
blue-collar,married,basic.6y,telephone,155,2,51,92.893,-46.2,no
self-employed,single,high.school,cellular,337,1,33,92.893,-46.2,no
services,single,high.school,telephone,24,1,31,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,365,2,31,92.893,-46.2,no
technician,married,professional.course,cellular,37,1,38,92.893,-46.2,no
admin.,divorced,university.degree,cellular,25,4,34,92.893,-46.2,no
services,single,high.school,cellular,109,1,31,92.893,-46.2,no
admin.,married,high.school,cellular,152,3,43,92.893,-46.2,no
unemployed,single,high.school,telephone,179,5,34,92.893,-46.2,no
admin.,divorced,university.degree,cellular,118,1,34,92.893,-46.2,no
blue-collar,married,high.school,cellular,272,5,33,92.893,-46.2,no
admin.,married,university.degree,cellular,30,7,39,92.893,-46.2,no
services,single,university.degree,cellular,79,1,32,92.893,-46.2,no
admin.,divorced,high.school,cellular,324,1,47,92.893,-46.2,no
technician,married,university.degree,cellular,426,1,43,92.893,-46.2,yes
technician,single,professional.course,cellular,196,2,53,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,151,1,36,92.893,-46.2,no
services,single,university.degree,cellular,366,1,32,92.893,-46.2,no
blue-collar,married,basic.6y,cellular,211,1,51,92.893,-46.2,no
admin.,single,university.degree,cellular,43,1,31,92.893,-46.2,no
admin.,divorced,high.school,cellular,816,1,47,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,189,1,28,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,590,1,28,92.893,-46.2,yes
blue-collar,married,basic.9y,cellular,315,6,42,92.893,-46.2,no
blue-collar,married,basic.6y,cellular,131,1,41,92.893,-46.2,no
blue-collar,single,basic.6y,cellular,78,5,33,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,97,3,31,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,337,1,28,92.893,-46.2,no
services,married,high.school,cellular,185,2,43,92.893,-46.2,no
admin.,single,professional.course,cellular,78,5,29,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,55,2,49,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,442,1,28,92.893,-46.2,no
technician,married,basic.6y,cellular,36,3,50,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,74,3,35,92.893,-46.2,no
blue-collar,divorced,basic.9y,cellular,326,2,34,92.893,-46.2,no
blue-collar,unknown,basic.9y,telephone,81,5,35,92.893,-46.2,no
blue-collar,divorced,basic.9y,telephone,179,4,32,92.893,-46.2,no
management,married,high.school,cellular,527,2,41,92.893,-46.2,no
admin.,divorced,university.degree,cellular,918,1,37,92.893,-46.2,yes
blue-collar,married,basic.9y,cellular,225,2,41,92.893,-46.2,no
blue-collar,married,high.school,cellular,787,10,33,92.893,-46.2,yes
technician,single,professional.course,telephone,15,1,39,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,279,1,43,92.893,-46.2,no
services,married,high.school,cellular,416,4,27,92.893,-46.2,no
technician,single,professional.course,cellular,83,1,39,92.893,-46.2,no
technician,single,professional.course,telephone,25,1,39,92.893,-46.2,no
technician,single,university.degree,cellular,542,3,32,92.893,-46.2,no
technician,single,professional.course,cellular,256,1,39,92.893,-46.2,no
technician,single,professional.course,cellular,189,1,39,92.893,-46.2,no
technician,single,professional.course,cellular,251,1,39,92.893,-46.2,no
services,married,university.degree,cellular,116,1,50,92.893,-46.2,no
technician,single,university.degree,telephone,1100,2,43,92.893,-46.2,no
technician,married,high.school,cellular,451,4,39,92.893,-46.2,no
blue-collar,single,basic.4y,cellular,184,1,33,92.893,-46.2,no
admin.,married,university.degree,telephone,232,3,29,92.893,-46.2,no
blue-collar,single,basic.4y,cellular,209,1,33,92.893,-46.2,no
admin.,married,high.school,cellular,16,5,30,92.893,-46.2,no
blue-collar,single,basic.9y,cellular,340,2,32,92.893,-46.2,no
blue-collar,single,basic.4y,cellular,313,1,33,92.893,-46.2,no
services,single,basic.9y,cellular,191,1,26,92.893,-46.2,no
admin.,married,high.school,cellular,7,5,37,92.893,-46.2,no
technician,divorced,professional.course,cellular,493,10,32,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,1182,1,43,92.893,-46.2,yes
unemployed,married,high.school,cellular,216,1,28,92.893,-46.2,no
entrepreneur,divorced,basic.9y,cellular,184,3,47,92.893,-46.2,no
technician,single,professional.course,telephone,360,2,53,92.893,-46.2,no
admin.,married,high.school,cellular,165,1,55,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,161,1,38,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,84,3,46,92.893,-46.2,no
housemaid,married,basic.9y,cellular,61,2,33,92.893,-46.2,no
technician,single,professional.course,cellular,267,1,27,92.893,-46.2,no
services,divorced,basic.6y,cellular,351,1,38,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,183,5,55,92.893,-46.2,no
services,unknown,high.school,cellular,516,1,35,92.893,-46.2,no
management,married,basic.9y,cellular,393,1,48,92.893,-46.2,no
blue-collar,single,basic.9y,cellular,286,1,32,92.893,-46.2,no
blue-collar,married,high.school,cellular,87,4,36,92.893,-46.2,no
services,married,basic.9y,cellular,277,1,33,92.893,-46.2,no
technician,single,university.degree,cellular,200,3,35,92.893,-46.2,no
management,married,basic.9y,cellular,725,1,48,92.893,-46.2,yes
technician,divorced,high.school,cellular,204,1,33,92.893,-46.2,no
technician,divorced,high.school,cellular,175,1,33,92.893,-46.2,no
technician,divorced,high.school,cellular,247,1,33,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,136,1,35,92.893,-46.2,no
blue-collar,single,basic.4y,cellular,218,1,40,92.893,-46.2,no
blue-collar,divorced,basic.4y,cellular,59,1,56,92.893,-46.2,no
services,married,professional.course,cellular,146,3,32,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,77,1,45,92.893,-46.2,no
management,single,university.degree,cellular,245,1,28,92.893,-46.2,no
blue-collar,single,basic.6y,cellular,482,1,42,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,56,1,42,92.893,-46.2,no
blue-collar,married,basic.6y,cellular,354,1,49,92.893,-46.2,no
blue-collar,single,basic.9y,cellular,396,1,29,92.893,-46.2,no
admin.,married,university.degree,cellular,136,2,32,92.893,-46.2,no
entrepreneur,married,university.degree,cellular,549,1,50,92.893,-46.2,no
admin.,single,basic.9y,cellular,17,1,30,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,439,1,42,92.893,-46.2,no
blue-collar,single,high.school,cellular,107,3,43,92.893,-46.2,no
management,married,university.degree,cellular,369,1,41,92.893,-46.2,no
unemployed,married,professional.course,cellular,356,1,31,92.893,-46.2,no
services,single,high.school,cellular,561,4,28,92.893,-46.2,no
admin.,single,basic.9y,cellular,175,1,28,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,309,1,48,92.893,-46.2,yes
retired,divorced,professional.course,telephone,139,3,54,92.893,-46.2,no
services,married,high.school,cellular,148,2,34,92.893,-46.2,no
admin.,married,high.school,cellular,139,2,55,92.893,-46.2,no
admin.,single,basic.9y,cellular,549,1,28,92.893,-46.2,yes
blue-collar,married,basic.9y,cellular,395,2,36,92.893,-46.2,no
blue-collar,married,high.school,cellular,145,1,29,92.893,-46.2,no
blue-collar,single,basic.9y,cellular,119,1,23,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,88,2,26,92.893,-46.2,no
management,married,basic.6y,cellular,463,1,43,92.893,-46.2,no
admin.,married,high.school,cellular,232,2,55,92.893,-46.2,no
admin.,married,high.school,cellular,57,1,29,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,300,3,39,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,83,5,42,92.893,-46.2,no
technician,single,professional.course,cellular,200,2,31,92.893,-46.2,no
blue-collar,single,basic.4y,cellular,225,1,33,92.893,-46.2,no
technician,single,professional.course,cellular,844,1,39,92.893,-46.2,yes
blue-collar,married,basic.9y,cellular,293,2,32,92.893,-46.2,no
services,divorced,high.school,cellular,262,2,33,92.893,-46.2,no
admin.,married,high.school,cellular,137,2,36,92.893,-46.2,no
housemaid,divorced,basic.6y,cellular,130,1,59,92.893,-46.2,no
blue-collar,single,basic.6y,cellular,387,3,28,92.893,-46.2,no
technician,single,university.degree,cellular,211,2,32,92.893,-46.2,no
technician,single,university.degree,cellular,246,1,37,92.893,-46.2,no
blue-collar,single,basic.6y,cellular,357,1,39,92.893,-46.2,no
technician,single,university.degree,cellular,322,1,37,92.893,-46.2,no
services,married,basic.9y,cellular,584,2,33,92.893,-46.2,no
self-employed,married,university.degree,cellular,240,1,27,92.893,-46.2,no
admin.,single,university.degree,cellular,374,2,31,92.893,-46.2,no
unemployed,married,high.school,cellular,215,1,44,92.893,-46.2,no
blue-collar,single,basic.9y,cellular,22,8,31,92.893,-46.2,no
blue-collar,married,basic.6y,telephone,207,4,41,92.893,-46.2,no
technician,single,university.degree,cellular,183,6,35,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,100,1,35,92.893,-46.2,no
management,married,basic.9y,cellular,955,2,48,92.893,-46.2,yes
admin.,single,university.degree,cellular,146,1,34,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,31,4,33,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,334,1,35,92.893,-46.2,no
admin.,single,university.degree,cellular,271,1,34,92.893,-46.2,no
housemaid,married,basic.6y,cellular,223,4,41,92.893,-46.2,no
services,married,basic.6y,cellular,95,4,33,92.893,-46.2,no
admin.,single,high.school,cellular,106,4,28,92.893,-46.2,no
blue-collar,single,basic.4y,cellular,36,1,48,92.893,-46.2,no
admin.,single,basic.9y,cellular,458,1,36,92.893,-46.2,yes
admin.,single,high.school,cellular,53,3,29,92.893,-46.2,no
retired,married,basic.4y,cellular,148,1,49,92.893,-46.2,no
retired,married,basic.4y,cellular,179,1,49,92.893,-46.2,no
technician,single,basic.9y,cellular,223,1,28,92.893,-46.2,no
services,single,basic.9y,cellular,165,2,26,92.893,-46.2,no
technician,married,university.degree,cellular,127,1,25,92.893,-46.2,no
technician,married,university.degree,cellular,158,1,25,92.893,-46.2,no
technician,single,basic.9y,cellular,409,1,28,92.893,-46.2,yes
technician,single,university.degree,cellular,165,1,33,92.893,-46.2,no
blue-collar,single,basic.9y,cellular,88,2,31,92.893,-46.2,no
admin.,single,university.degree,cellular,536,1,35,92.893,-46.2,no
services,married,high.school,cellular,380,1,29,92.893,-46.2,no
technician,single,high.school,cellular,1531,1,32,92.893,-46.2,yes
admin.,single,high.school,cellular,107,2,35,92.893,-46.2,no
admin.,single,high.school,cellular,132,3,27,92.893,-46.2,no
technician,divorced,professional.course,cellular,406,1,28,92.893,-46.2,no
technician,divorced,professional.course,cellular,240,1,28,92.893,-46.2,no
admin.,single,high.school,cellular,278,1,32,92.893,-46.2,no
admin.,married,high.school,cellular,908,1,45,92.893,-46.2,no
admin.,single,university.degree,cellular,706,3,32,92.893,-46.2,no
housemaid,married,basic.4y,cellular,215,2,57,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,161,5,31,92.893,-46.2,no
blue-collar,married,basic.6y,telephone,370,2,51,92.893,-46.2,no
technician,single,professional.course,cellular,157,5,25,92.893,-46.2,no
technician,single,professional.course,cellular,209,2,27,92.893,-46.2,no
blue-collar,married,basic.6y,cellular,399,4,41,92.893,-46.2,no
admin.,married,university.degree,cellular,1925,1,56,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,829,7,55,92.893,-46.2,yes
management,married,basic.9y,cellular,328,2,28,92.893,-46.2,no
blue-collar,married,basic.4y,telephone,109,2,55,92.893,-46.2,no
blue-collar,married,basic.6y,cellular,178,3,41,92.893,-46.2,no
entrepreneur,married,university.degree,cellular,242,2,49,92.893,-46.2,no
services,single,high.school,cellular,450,2,31,92.893,-46.2,no
technician,single,university.degree,cellular,485,2,29,92.893,-46.2,no
technician,single,basic.9y,cellular,76,2,28,92.893,-46.2,no
self-employed,married,basic.9y,cellular,328,2,33,92.893,-46.2,no
technician,single,university.degree,cellular,289,2,37,92.893,-46.2,no
technician,single,professional.course,cellular,163,2,31,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,118,2,47,92.893,-46.2,no
admin.,divorced,university.degree,cellular,53,9,48,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,453,2,22,92.893,-46.2,no
admin.,single,high.school,cellular,324,2,38,92.893,-46.2,no
blue-collar,single,basic.9y,cellular,637,3,28,92.893,-46.2,yes
admin.,single,basic.9y,cellular,301,3,35,92.893,-46.2,no
admin.,single,university.degree,cellular,139,2,43,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,118,2,50,92.893,-46.2,no
unemployed,married,professional.course,cellular,32,1,31,92.893,-46.2,no
admin.,married,high.school,cellular,278,2,29,92.893,-46.2,no
student,single,high.school,cellular,112,2,27,92.893,-46.2,no
technician,single,professional.course,telephone,34,4,30,92.893,-46.2,no
technician,married,professional.course,cellular,80,1,31,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,609,1,43,92.893,-46.2,yes
blue-collar,married,basic.9y,cellular,276,2,48,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,548,2,32,92.893,-46.2,yes
blue-collar,married,basic.6y,telephone,291,1,45,92.893,-46.2,no
management,single,university.degree,cellular,1710,2,32,92.893,-46.2,yes
blue-collar,single,basic.9y,telephone,217,1,27,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,192,3,34,92.893,-46.2,no
services,single,high.school,cellular,208,6,40,92.893,-46.2,no
technician,single,professional.course,cellular,415,1,27,92.893,-46.2,no
technician,married,professional.course,cellular,278,2,34,92.893,-46.2,no
management,single,university.degree,telephone,326,3,32,92.893,-46.2,no
admin.,divorced,high.school,cellular,173,2,44,92.893,-46.2,no
blue-collar,married,basic.6y,cellular,306,2,34,92.893,-46.2,no
technician,married,professional.course,cellular,350,5,53,92.893,-46.2,no
admin.,married,university.degree,cellular,614,3,39,92.893,-46.2,yes
blue-collar,married,basic.4y,cellular,224,2,45,92.893,-46.2,no
technician,divorced,professional.course,cellular,668,4,33,92.893,-46.2,no
admin.,single,high.school,telephone,748,6,24,92.893,-46.2,no
services,married,basic.6y,cellular,474,2,42,92.893,-46.2,no
services,single,high.school,cellular,143,4,40,92.893,-46.2,no
blue-collar,married,basic.6y,cellular,168,4,57,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,317,2,43,92.893,-46.2,no
admin.,married,high.school,cellular,106,3,34,92.893,-46.2,no
technician,married,professional.course,cellular,234,6,27,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,314,2,27,92.893,-46.2,no
blue-collar,married,basic.6y,cellular,897,4,41,92.893,-46.2,yes
services,married,high.school,cellular,398,6,31,92.893,-46.2,yes
technician,single,professional.course,telephone,422,2,33,92.893,-46.2,no
technician,divorced,professional.course,cellular,130,3,49,92.893,-46.2,no
technician,single,university.degree,cellular,61,4,34,92.893,-46.2,no
services,married,high.school,cellular,863,4,32,92.893,-46.2,yes
admin.,single,university.degree,cellular,255,2,35,92.893,-46.2,no
blue-collar,single,high.school,cellular,259,3,35,92.893,-46.2,no
blue-collar,married,basic.9y,telephone,29,2,29,92.893,-46.2,no
services,single,high.school,cellular,750,2,31,92.893,-46.2,yes
blue-collar,married,basic.6y,cellular,306,2,38,92.893,-46.2,no
blue-collar,single,basic.4y,cellular,266,2,33,92.893,-46.2,no
blue-collar,divorced,basic.4y,cellular,314,4,51,92.893,-46.2,no
student,single,university.degree,cellular,775,3,30,92.893,-46.2,yes
technician,single,university.degree,cellular,181,2,32,92.893,-46.2,no
services,single,high.school,cellular,178,4,28,92.893,-46.2,no
technician,single,university.degree,cellular,254,4,32,92.893,-46.2,no
housemaid,single,high.school,cellular,351,7,34,92.893,-46.2,no
admin.,married,high.school,cellular,373,3,38,92.893,-46.2,no
blue-collar,married,high.school,cellular,180,2,35,92.893,-46.2,no
student,single,university.degree,cellular,135,4,28,92.893,-46.2,no
housemaid,divorced,basic.6y,cellular,216,2,59,92.893,-46.2,no
blue-collar,married,unknown,cellular,86,2,36,92.893,-46.2,no
blue-collar,single,university.degree,cellular,85,2,36,92.893,-46.2,no
entrepreneur,married,high.school,cellular,325,2,32,92.893,-46.2,no
admin.,divorced,university.degree,cellular,187,4,38,92.893,-46.2,no
blue-collar,married,basic.4y,cellular,463,3,32,92.893,-46.2,no
services,married,basic.6y,cellular,142,2,27,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,280,2,35,92.893,-46.2,no
services,single,high.school,cellular,398,2,31,92.893,-46.2,no
retired,divorced,basic.9y,telephone,149,5,57,92.893,-46.2,no
services,divorced,basic.9y,cellular,191,3,36,92.893,-46.2,no
management,single,university.degree,cellular,193,2,28,92.893,-46.2,no
services,single,high.school,cellular,302,2,36,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,317,2,43,92.893,-46.2,no
services,divorced,high.school,cellular,211,5,35,92.893,-46.2,no
student,single,university.degree,cellular,101,2,28,92.893,-46.2,no
services,married,high.school,cellular,172,2,29,92.893,-46.2,no
technician,single,university.degree,cellular,464,3,37,92.893,-46.2,no
blue-collar,single,professional.course,cellular,343,6,32,92.893,-46.2,no
self-employed,married,professional.course,cellular,98,5,30,92.893,-46.2,no
admin.,married,university.degree,cellular,198,2,45,92.893,-46.2,no
technician,single,high.school,cellular,361,2,32,92.893,-46.2,no
management,married,university.degree,telephone,345,2,27,92.893,-46.2,no
technician,single,high.school,telephone,114,5,33,92.893,-46.2,no
technician,divorced,high.school,cellular,210,2,33,92.893,-46.2,no
services,divorced,basic.6y,telephone,556,2,38,92.893,-46.2,yes
management,single,professional.course,cellular,68,10,32,92.893,-46.2,no
technician,married,professional.course,cellular,239,4,31,92.893,-46.2,no
admin.,married,basic.9y,cellular,349,2,46,92.893,-46.2,no
blue-collar,married,basic.9y,cellular,112,4,33,92.893,-46.2,no
technician,married,professional.course,telephone,34,4,46,92.893,-46.2,no
admin.,divorced,high.school,cellular,181,4,49,92.893,-46.2,no
blue-collar,divorced,basic.4y,cellular,178,3,47,92.893,-46.2,no
admin.,single,university.degree,cellular,206,2,32,92.893,-46.2,no
services,single,high.school,cellular,194,4,28,92.893,-46.2,no
admin.,single,high.school,cellular,209,2,32,92.893,-46.2,no
management,married,high.school,cellular,692,4,46,92.893,-46.2,no
blue-collar,married,basic.9y,telephone,210,3,46,92.893,-46.2,no
blue-collar,married,basic.4y,telephone,206,6,54,92.893,-46.2,no
admin.,divorced,university.degree,telephone,355,5,48,92.893,-46.2,no
admin.,single,high.school,telephone,339,4,35,92.893,-46.2,no
